Title,Author,Date,Excerpt
Petrol subsidy nears N6.7trn as debt service exceeds revenue,Onyinye Nwachukwu,"Jul 22, 2022","The federal government has projected that petrol subsidy will gulp N6.7 trillion in 2023, if bold steps are not taken..."
Afrobeats taps TikTok for music marketing,Usoro Glory Esther,"Jul 22, 2022","Tiktok, a short-form video social media platform with over 1 billion monthly viewership, has become a new channel where record..."
Five charts showing Nigeria's performance from January to April,Opeyemi Kalejaiye,"Jul 22, 2022","In the first four months of 2021, Nigeria spent N1.9 trillion on debt servicing, hereby surpassing its revenue, which was..."
Amazon announces presence in Nigeria with cloud service infrastructure,Caleb Ojewale,"Jul 21, 2022",Amazon Web Services is making what can be described as the first announcement of its presence in Nigeria with the...
Court knifes four-year insurance capital raise exercise,Modestus Anaesoronye,"Jul 21, 2022","The recapitalisation, which was kicked off four years ago to enhance the capacity of the insurance sector to increase its..."
CBN rate hike ignites sell pressure on stocks,Iheanyi Nwachukwu,"Jul 21, 2022",Investors in the Nigerian stock market have started reducing their equity exposure as they gradually shift to higher-yielding risk-free assets....
Dollar scarcity drives naira fall despite rising reserves,Hope Moses-Ashike,"Jul 21, 2022",The shortage of dollars in Nigeria has pushed the naira to a new all-time low of 630 against the greenback...
Airlines' woes worsen as fuel rises to N800 per litre,Ifeoma Okeke,"Jul 20, 2022",Iheanyi Nwachukwu and Eniola Olatunji ...
NCAA suspends Dana Air's operations indefinitely,Ifeoma Okeke-Korieocha,"Jul 20, 2022","The Nigerian Civil Aviation Authority (NCAA) has suspended Dana Airlines’ Air Transport Licence (ATL) and Air Operator Certificate (AOC) indefinitely,..."
What Nigeria needs to compete in global gold market - Experts,Godsgift Onyedinefu,"Jul 20, 2022","Nigeria needs to review existing fiscal laws on precious metals, particularly the taxation of gold, if the country must compete..."
Nigerian passport moves up three places in global ranking,Bunmi Bailey,"Jul 20, 2022","Nigeria has moved up three places as its passport is ranked 100th out of 116 countries, but it is still..."
Borrowing cost to spike as CBN hikes rate to 14%,Hope Moses-Ashike,"Jul 20, 2022",The cost of borrowing for businesses and governments are expected to spike further as the Central Bank of Nigeria (CBN)...
2023 will be our best election ever - INEC,James Kwen,"Jul 20, 2022","Mahmood Yakubu, chairman of the Independent National Electoral Commission (INEC), has promised Nigerians that the 2023 general election will be..."
"NNPC to list on stock exchange mid-2023, says Kyari",Godsgift Onyedinefu,"Jul 19, 2022",The Nigerian National Petroleum Company Limited (NNPC) will be ready to list its shares on the stock exchange by the...
Buhari gives Education Minister two weeks to settle ASUU strike,Anthony Ailemen,"Jul 19, 2022","As the Academic Staff Union of Universities (ASUU) strike enters its sixth month, President Muhammadu Buhari has directed the Federal..."
CBN hikes rate to 14 percent to curtail inflation,Hope Moses-Ashike,"Jul 19, 2022",The Central Bank of Nigeria’s MPC has hiked interest rate to 14 percent to curtail inflation. The move is targeted...
Buhari charges new NNPC to sustain Nigeria’s energy security,Anthony Ailemen,"Jul 19, 2022","As the Nigerian National Petroleum Company Limited (NNPC), Tuesday assumes a new status, President Muhammadu Buhari has charged the oil..."
The rise and fall of cocoa as Nigeria’s top export,Favour Ashinze,"Jul 19, 2022","Cocoa was one of the main sources of income in Nigeria prior to Independence, but that changed following the exportation..."
Mixed expectations as MPC decides on rates,Hope Moses-Ashike,"Jul 19, 2022",Analysts have expressed different expectations as they await the decision of the Monetary Policy Committee (MPC) on interest rates. The...
Rising costs force FMCG firms to raise prices,Gbemi Faminu,"Jul 19, 2022",Fast-Moving Consumer Goods (FMCG) companies in Nigeria have been forced to overlook consumers’ sensitivity to prices as they increased prices...
Aero Contractors shuts down passenger flight operations,Ifeoma Okeke-Korieocha,"Jul 18, 2022",Aero Contractors has announced it is shutting down operations due to the impact of the challenging operating environment on its...
Investors eye high returns ahead H1 earnings season,Iheanyi Nwachukwu,"Jul 18, 2022",Stock investors in Nigeria who are positioning for high yields in the second half (H2) of the year are keenly...
Rising treasury bills yield opens opportunities for investors,Hope Moses-Ashike,"Jul 18, 2022",Nigeria’s treasury bills yield has increased to 7 percent from about 3 percent in less than two months after the...
"Of Osun’s election, Tinubu’s invincibility, and other matters: Five things you should know",BusinessDay,"Jul 17, 2022",Rewane...
Rent default rises 20% in 6 months as inflation erodes consumers’ income,Chuka Uroko,"Jul 17, 2022","Since the last quarter of 2022, the rental market has seen an average of 20 percent increase in the house..."
"Meet PDP's Ademola Adeleke, Osun's governor-elect",Zebulon Agomuo,"Jul 17, 2022","Ademola Adeleke, candidate of the Peoples Democratic Party (PDP) has won the Osun election. Adeleke won in 17 Local Government..."
INEC declares PDP's Adeleke winner of Osun guber election,Zebulon Agomuo,"Jul 17, 2022",The Independent National Electoral Commission (INEC) has declared Ademola Adeleke of the People’s Democratic Party (PDP) winner of the Osun...
"Votes count, says Peterside as Gov Oyetola faces defeat",BusinessDay,"Jul 17, 2022",As the people of Osun State await the final results from Saturday’s governorship election in which opposition candidate Ademola Adeleke...
Osun: Aregbesola boycotts election as state elects governor,BusinessDay,"Jul 17, 2022","The political face off between the incumbent Governor of Osun State, Adegboyega Oyetola and his predecessor, Rauf Aregbesola, came to..."
I resisted pressures to influence choice of APC Presidential candidate - Buhari,Anthony Ailemen,"Jul 17, 2022","President Muhammadu Buhari Saturday in Daura, Katsina State, said he resisted pressures to influence the choice of the All Progressives..."
Why is Nigeria’s inflation so high?,Opeyemi Kalejaiye,"Jul 16, 2022","For the 12 months ending in June, Nigeria’s inflation rate skyrocketed to 18.6 percent, the highest in the past five..."
Osun election: Major contenders and their chances,Iwok Iniobong,"Jul 15, 2022",Political parties’ mega rallies have ended. Osun State is set to elect a new governor for the next four years...
"Nigeria’s inflation hits18.60% in June, highest in 5 years",Teliat Sule,"Jul 15, 2022","Nigeria’s headline inflation rose on a year on year basis to 18.60 percent in June 2022, the nation’s data agency,..."
Nigerian celebrities switch from political endorsers to contenders,Anthony Udugba,"Jul 15, 2022","From giving politicians endorsements during elections, a number of Nigerian celebrities are now contesting for political offices. Funke Akindele, a..."
Cuba’s brain gain: How Nigeria can profit from doctors’ exodus,Temitayo Ayetoto-Oladehinde,"Jul 15, 2022","Cuba, an island of over 11 million in Latin America, was once at the base of basic healthcare measures before..."
How government’s approach worsens fiscal crisis – Experts,Onyinye Nwachukwu,"Jul 15, 2022",Nigeria’s current fiscal crisis has been blamed on the inability of the government to get serious and frontally confront its...
Police seek concessionaires for underutilised aircraft,Ifeoma Okeke-Korieocha,"Jul 14, 2022",Airlines and charter operators in need of aircraft to boost their operations have the opportunity to acquire them as the...
BPE insists on new boards for five indebted DisCos,Abubakar Ibrahim,"Jul 14, 2022","The Bureau of Public Enterprises (BPE) has insisted on new Boards for Benin Electricity Distribution Company (BEDC), and four others,..."
Telcos to factories: Nigeria’s diesel-run economy threatened,Abubakar Ibrahim,"Jul 14, 2022","The sky-high price of diesel is roiling businesses from telecommunications companies to manufacturers’ factories, leaving the Nigerian economy under threat...."
APC in crisis over Muslim-Muslim ticket,James Kwen,"Jul 14, 2022",While some of the issues that arose from the governorship and the presidential primary elections of the All Progressives Congress...
Petrol: Workers return to high transport fares after holidays,BusinessDay,"Jul 14, 2022",Commuters across Lagos returned on Wednesday from the holidays facing higher-than-normal transport fares as lingering petrol scarcity forced commercial bus...
8 of 10 Nigerians lack 10 hours of power supply – Survey,Teliat Sule,"Jul 14, 2022",A recent online survey by BusinessDay has revealed that 79 percent of Nigerian households and businesses get less than 10...
Airtel deploys most fibre cables in two years,Frank Eleanya,"Jul 13, 2022","Airtel deployed 3,303 kilometres of fibre cables on land in 2021, the most it has done since 2019 and the..."
New Customs valuation system pegs age limit of cars at 9 years,Amaka Anagor-Ewuzie,"Jul 13, 2022","Contrary to the initial agreement to peg the age limit of imported used cars at 12 years, the new vehicle..."
Stepping down for Peter Obi was the right choice- Pat Utomi,Kelvin Okojie,"Jul 13, 2022","Patrick Utomi, a professor of political economics and member of the Labour Party (LP), has said that his decision to..."
Nigerian banks can absorb $6bn credit losses without breaches - Fitch,Hope Moses-Ashike,"Jul 13, 2022",Nigerian banks can absorb up to $6 billion of credit losses without breaching minimum regulatory requirements for Capital Adequacy Ratio...
Angola produces more oil than Nigeria for second straight month,Chinedu Ndigwe,"Jul 12, 2022","For the second straight month, Angola produced more crude oil than Nigeria in June despite the increase in the output..."
Nigerian businesses flock to solar as diesel cost bites,BusinessDay,"Jul 12, 2022",Nigeria’s solar companies are seeing a surge in demand for mini-grids and equipment as businesses in Africa’s biggest oil producer...
Exxon-Seplat deal: NNPC’s push puts investors on notice,Isaac Anyaogu,"Jul 12, 2022",The Nigerian National Petroleum Company (NNPC) Limited has secured an injunction from the Federal High Court in Abuja high court...
